name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Caribbean Style Roti Tortilla,caribbean style roti tortilla,Lidl,4056489548706,308.0,9.2,54.0,4.9,0,308.0,off,False,3010
Casonsèi,casonsei,Lidl,20001681,266.0,11.0,40.0,6.6,0,0,off,False,3010
Chalet Selection,chalet selection,,7610900045723,309.0,15.0,1.5,27.0,0,1200.0,off,False,3010
Chinese Chicken flavour instant noodle soup (mild),chinese chicken flavour instant noodle soup (mild),VIFON,5901882110151,72.0,1.3,9.1,3.3,0,280.0,off,False,3010
Chleb żytni z dodatkiem amarantusa i komosy ryżowej,chleb zytni z dodatkiem amarantusa i komosy ryzowej,Pano,5900340009082,218.0,5.33,31.7,5.17,12.0,473.0,off,False,3010
Choco Krispis,choco krispis,Kelloggs,7501008018132,377.0,6.67,83.3,1.67,0.17,389.0,off,False,3010
Classic Hummus,classic hummus,Marketside,0681131138475,250.0,7.14,14.29,17.86,7.1,453.56,off,False,3010
Coconut Cream,coconut cream,Coles,9300601000692,180.0,1.0,4.3,18.0,1.0,32.51,off,False,3010
Conos,conos,Snack Day,4056489043904,531.0,4.1,57.9,30.7,3.2,960.0,off,False,3010
Cottage cheese,cottage cheese,Jumbo,8718452538553,93.0,11.8,3.0,3.5,0,236.0,off,False,3010
Creamy Caesar Dressing,creamy caesar dressing,Newman's Own,0020662001993,433.0,0,3.33,46.7,0,1170.0,off,False,3010
Croisant,croisant,,5201360581092,474.0,7.0,43.0,30.0,0,160.0,off,False,3010
Crostini classici,crostini classici,Eurospin,8017596120267,423.0,10.0,66.0,12.0,5.4,376.0,off,False,3010
Crunchy Peanut Butter Chocolate,crunchy peanut butter chocolate,Schogetten,4000415778507,560.0,7.3,53.0,35.0,0,208.0,off,False,3010
Crusca avena,crusca avena,Fiorentini,8002885006391,365.0,15.7,51.1,7.6,16.0,4.0,off,False,3010
Czekolada Gorzka (Z Platkami Pomaranczowymi),czekolada gorzka (z platkami pomaranczowymi),Luximo,5901669488831,527.0,7.7,38.0,36.0,12.0,20.0,off,False,3010
Céréales peanut butter Brownie,cereales peanut butter brownie,Grandma crunch,02041209,447.0,52.0,21.0,17.0,4.0,0,off,False,3010
Dar Vida nature,dar vida nature,Dar vida,10015186,412.0,10.0,63.0,1.2,0,640.0,off,False,3010
Dark Chocolate with Whole Hazelnuts,dark chocolate with whole hazelnuts,Ritter Sport,0050255224003,581.0,9.68,45.2,41.9,9.68,0,off,False,3010
Doritos incógnita,doritos incognita,Doritos,7501011123878,474.0,7.6,56.9,24.0,6.7,593.0,off,False,3010
Enjoy life snickerdoodle cookies,enjoy life snickerdoodle cookies,Enjoy Life,0853522000184,428.57,3.57,75.0,16.07,3.57,303.57,off,False,3010
Family Fun Pack,family fun pack,Maggi,8901058000191,384.0,8.14,59.6,12.6,0,1030.0,off,False,3010
Farelo de Trigo,farelo de trigo,Golden Bridge,24095150,338.0,13.6,46.6,4.4,28.8,320.0,off,False,3010
Fette biscottate con farro biologiche,fette biscottate con farro biologiche,Coop,8001120829795,382.0,13.0,69.0,5.5,3.4,400.0,off,False,3010
Filetti vegetariani,filetti vegetariani,Lidl,4056489452102,199.0,24.5,5.2,8.7,0.8,696.0,off,False,3010
Fiocchi di latte,fiocchi di latte,Exquisa,40193946,67.0,13.5,1.0,0.8,0,300.0,off,False,3010
Five Cheese Tortelloni with Parmigiano Reggiano,five cheese tortelloni with parmigiano reggiano,Kirkland Signature,0096619721146,270.0,13.0,37.0,8.0,3.0,510.0,off,False,3010
Flocons D’Avoine Gros,flocons d’avoine gros,,2007030038605,375.0,14.0,59.0,7.0,10.0,0,off,False,3010
Flocos de Aveia Instantâneos,flocos de aveia instantaneos,Crownfield,4056489536284,372.0,12.6,59.6,6.8,10.9,8.0,off,False,3010
Four Fruits Preserves,four fruits preserves,Andros,0088702016758,250.0,0,65.0,0,0,0,off,False,3010
Fromage frais fondu,fromage frais fondu,,2007030016726,301.0,8.5,2.5,29.0,0,480.0,off,False,3010
Fruechtenkorb,fruechtenkorb,,4002968001873,26.7,0.2,5.7,0,0,0,off,False,3010
Full Cream Fresh Milk,full cream fresh milk,Woolworths,9300633556143,63.2,3.32,4.8,3.4,0,44.0,off,False,3010
Gatorade,gatorade,,0036731002488,100.0,0,5.83,0,0,45.83,off,False,3010
Ginger Bread in glaze,ginger bread in glaze,Tastino,20057435,363.0,7.2,79.7,1.1,0,43.0,off,False,3010
Gorgonzola dop piccante,gorgonzola dop piccante,Pascoli italiani,8017596052018,338.0,20.9,0.6,28.0,0,1160.0,off,False,3010
Gourmet multiseed,gourmet multiseed,,5902620252133,225.0,6.5,41.0,3.4,2.0,356.0,off,False,3010
Granola con cioccolato al latte e mandorle,granola con cioccolato al latte e mandorle,Coop,8001120448613,472.0,8.9,61.0,20.0,6.1,8.0,off,False,3010
Havregurt,havregurt,Oatly,7394376619915,137.0,3.1,10.0,9.2,0.8,39.0,off,False,3010
High Protein Pudding Chocolate,high protein pudding chocolate,Milsani,2002070000674,80.0,10.0,6.4,1.6,0,40.0,off,False,3010
Hot Chocolatta,hot chocolatta,LaFesta,5900910000037,408.0,5.5,77.0,7.5,0,316.0,off,False,3010
Imported Olive Oil,imported olive oil,Trader Giotto's,00014373,800.0,0,0,93.3,0,0,off,False,3010
Insalatissime mix di fagioli e tonno,insalatissime mix di fagioli e tonno,Rio Mare,8004030023017,219.0,12.0,8.5,14.0,0,520.0,off,False,3010
Ketchup premium,ketchup premium,Roleski,5901044025729,46.0,2.2,7.2,0.5,0,600.0,off,False,3010
Kool break,kool break,,6133414007540,567.0,1.0,45.0,37.0,1.6,200.0,off,False,3010
Latte alta qualità fresco intero,latte alta qualita fresco intero,Lidl,20053338,65.0,3.3,4.8,3.6,0,52.0,off,False,3010
Latteria Latte scremato Senza lattosio,latteria latte scremato senza lattosio,Lidl,20633905,34.0,3.3,4.9,0.1,0,52.0,off,False,3010
Le specialità ortolana,le specialita ortolana,mareblu,8054729871214,103.0,9.7,8.3,2.9,2.6,480.0,off,False,3010
Lecitina di soia,lecitina di soia,Matt,10215818,788.0,0,8.0,84.0,0,32.0,off,False,3010
MILLENNIUM Dark Chocolate with Whole Hazelnuts,millennium dark chocolate with whole hazelnuts,LLC &quot;MALBI FOODS&quot;,4820005193073,576.0,8.7,42.3,41.0,6.8,0,off,False,3010
Mac chocolate,mac chocolate,MacChocolate,8887290102001,392.0,4.0,76.0,8.0,0,0,off,False,3010
Martinel Mortadella din carne de pasare cu pasta de tomate,martinel mortadella din carne de pasare cu pasta de tomate,Reinert,4006229024977,60.0,15.0,1.0,100.0,0,920.0,off,False,3010
Medenka Lyubimka,medenka lyubimka,Lyubimka,3800075900017,446.0,4.47,67.3,17.6,0,56.0,off,False,3010
Milk,milk,Pilos,20059750,60.0,3.2,4.7,3.2,0,100.0,off,False,3010
Milk Chocolate Peanut Butter Cups,milk chocolate peanut butter cups,Justin's,0894455000247,575.0,10.0,50.0,37.5,2.5,300.0,off,False,3010
Mixed Nuts,mixed nuts,Southern Grove,4099100146196,607.0,21.4,17.9,53.6,7.14,321.0,off,False,3010
Miyoko's creamery fresh vegan mozzarela,miyoko's creamery fresh vegan mozzarela,Miyoko's Creamery,0857554005322,214.29,3.57,3.57,17.86,0,750.0,off,False,3010
Nic-Nac,nic-nac,,5400141310955,433.0,8.5,78.0,9.0,3.0,372.0,off,False,3010
Nocciolata,nocciolata,Rigoni Di Asiago,8052575091268,545.0,14.5,46.0,33.0,2.8,0,off,False,3010
Organic Black Beans,organic black beans,365 Whole Foods Market,0099482452704,84.6,5.38,15.4,0,6.92,65.4,off,False,3010
Organic Thick & Chunky Salsa,organic thick & chunky salsa,Trader Joe's,00627894,33.3,0,6.67,0,6.67,450.0,off,False,3010
Organic sea salt 70% dark chocolate,organic sea salt 70% dark chocolate,Theo,0874492003258,571.0,7.14,50.0,39.3,10.7,357.0,off,False,3010
Oricchiette,oricchiette,,20134495,367.0,12.0,76.0,1.5,0,0,off,False,3010
Passata gialla,passata gialla,Tenuta Fragassi,8028000138402,15.0,1.0,3.0,0.3,0,0,off,False,3010
Passata istarska rajčica,passata istarska rajcica,Podravka,3850104073656,31.0,1.3,5.4,0.1,1.8,0.2,off,False,3010
Peach Paradise Kombucha,peach paradise kombucha,GT's,0722430750163,10.6,0,2.54,0,0,2.11,off,False,3010
Pops,pops,,6191309700037,350.0,4.0,51.0,11.0,11.0,0,off,False,3010
Protein snack,protein snack,Nestle Lindahls,8033629409765,318.0,16.0,37.0,16.5,1.5,275.0,off,False,3010
Pâine Toast Clasic,paine toast clasic,Tastino,4056489646310,249.0,8.6,46.9,2.0,4.7,1000.0,off,False,3010
Rahat,rahat,,3800771008307,340.0,0.2,85.0,0.2,0,0,off,False,3010
Rama Original,rama original,Rama,8719200049659,711.0,0.5,0.5,80.0,0,128.0,off,False,3010
Regular Sweetened Condensed Milk,regular sweetened condensed milk,Eagle brand,0059000000015,466.67,6.67,73.33,10.0,0,133.33,off,False,3010
Rockstar xdurance 250nl,rockstar xdurance 250nl,,5949000505670,57.0,0.5,14.0,0.5,0,40.0,off,False,3010
Roger nuts,roger nuts,Roger,20497033,554.0,6.2,55.4,33.9,0,168.0,off,False,3010
Rondele natur orez,rondele natur orez,Sanovita,5941882806296,376.0,8.51,81.7,0.97,3.34,0.03,off,False,3010
Rovagnati Prosciutto Crudo Snello GR 70,rovagnati prosciutto crudo snello gr 70,Rovagnati,8007141504352,161.81,30.0,0,4.5,0,2120.0,off,False,3010
SALSA CON CHAMPIÑONES,salsa con champinones,HUNTS,7501006523966,62.86,1.92,11.5,0.92,2.69,508.0,off,False,3010
SPA Fruit petillant strawberry blueberry,spa fruit petillant strawberry blueberry,,5410013807001,10.0,0,2.2,0,0,0,off,False,3010
Santa Lucia Protein,santa lucia protein,Galbani,8000430139853,174.0,19.0,2.0,10.0,0,236.0,off,False,3010
Sardinhas Em Azeite,sardinhas em azeite,Nixe,4056489287322,194.0,23.8,0,11.0,0,488.0,off,False,3010
Snack,snack,Cadbury,5000201496386,518.0,6.82,59.1,27.3,1.82,177.0,off,False,3010
Snikers value pack of 3 45g each,snikers value pack of 3 45g each,,8906002482054,487.0,9.3,57.7,25.4,0,222.0,off,False,3010
Sok Pomarańcza Ananas Marakuja,sok pomarancza ananas marakuja,Vital Fresh,5900446018292,50.0,0.7,11.0,0,0,0,off,False,3010
Spaghetti Boni,spaghetti boni,Boni,5400141127447,352.0,13.0,71.0,1.2,3.5,4.0,off,False,3010
Spreadable,spreadable,Lurpak,5740900403604,680.0,0.5,0.6,75.0,0,0,off,False,3010
Strawberry and Cherry Special Flakes,strawberry and cherry special flakes,Marks & Spencer,29310579,370.0,8.7,80.7,0.7,3.1,180.0,off,False,3010
Super T defence,super t defence,,7610057040527,16.0,0.5,4.0,0.5,0,0,off,False,3010
Sweet Tea,sweet tea,Gold Peak,0049000067330,34.0,0,8.8,0,0,2.0,off,False,3010
Sweet corn,sweet corn,Freshona,4056489499671,85.0,2.7,12.4,2.1,0,60.0,off,False,3010
Tedi Vitamine Morcov - Măr - Portocală,tedi vitamine morcov - mar - portocala,,5942289002984,47.0,0.5,10.0,0.5,1.7,36.0,off,False,3010
Toast kenyér,toast kenyer,Spar Budget,5999033888264,254.0,9.9,41.0,3.7,9.0,460.0,off,False,3010
Toddy,toddy,Toddy,7894321711171,385.0,0,90.0,0,3.0,52.0,off,False,3010
Trockenfleisch,trockenfleisch,Maestade,20234416,213.0,41.0,1.0,5.0,0,2200.0,off,False,3010
Töltött Zabrudi (sóskaramellás),toltott zabrudi (soskaramellas),Cornexi,5998038321103,412.0,5.1,64.0,14.0,4.8,108.0,off,False,3010
UNBLEACHED BREAD FLOUR,unbleached bread flour,KING ARTHUR BAKING COMPANY,0071012041107,367.0,13.3,76.7,0,3.33,0,off,False,3010
Unsalted Butter,unsalted butter,Challenge Butter,0047200152665,714.0,0,0,78.6,0,0,off,False,3010
Ursus Cooler,ursus cooler,Ursus,5942016306798,24.0,0.1,5.3,0,0,0,off,False,3010
Vanilla Oatmilk Creamer,vanilla oatmilk creamer,Oatly,0190646631543,200.0,0,26.7,6.67,0,33.3,off,False,3010
Vegetarisch gehakt bieslook,vegetarisch gehakt bieslook,Tivall,7290013997432,217.73,20.9,7.5,11.3,1.3,920.0,off,False,3010
Wonderful Pistachios In-Shell Roasted & Salted Nuts,wonderful pistachios in-shell roasted & salted nuts,Wonderful,0014113911979,160.0,6.0,8.0,13.0,3.0,138.0,off,False,3010
corn flakes,corn flakes,Kelly’s,6111250474948,372.0,6.0,86.1,1.2,3.6,640.0,off,False,3010
dobro jutro Sa mlekom,dobro jutro sa mlekom,Dobro jutro,8600498172016,547.0,0.51,0.54,60.0,0,80.0,off,False,3010
dried figs,dried figs,Pak brand,8681447060226,217.0,4.0,55.3,1.2,6.7,0,off,False,3010
ei salade,ei salade,Johma,8710506039023,303.0,7.8,3.2,28.6,0,560.0,off,False,3010
organic chickpea puffs vegan white cheddar,organic chickpea puffs vegan white cheddar,HIPPEAS,0850126007120,464.29,14.29,60.71,17.86,10.71,500.0,off,False,3010
protein baton,protein baton,Vitanella,5907443605586,492.0,27.0,30.0,31.0,2.4,185.0,off,False,3010
protein cookie prasino,protein cookie prasino,Go on,5900617041739,437.0,23.0,31.0,26.0,9.4,392.0,off,False,3010
spiced chunky chicken,spiced chunky chicken,cup noodles,8901014004935,463.0,10.7,61.2,18.4,0,1392.0,off,False,3010
Éclairs  toffee chocolate,eclairs toffee chocolate,,8683604501771,490.0,2.8,70.0,22.0,0,0,off,False,3010
Śmietanka 12% łowicz,smietanka 12% łowicz,Łowicz,5900120022867,134.0,2.7,3.9,12.0,0,39.0,off,False,3010
"Лютеница, домашна едросмляна","лютеница, домашна едросмляна",DERONI,3800740010195,150.0,1.7,16.0,8.9,0,560.0,off,False,3010
Сезони,сезони,,7622210644695,457.0,2.2,67.0,18.0,0,0,off,False,3010
ЦАРЕВИЧЕН СНАКС STAR ПИЦА,царевичен снакс star пица,Star,5941000013544,508.0,4.3,60.0,27.0,0,680.0,off,False,3010
נודלס עם רוטב טריאקי,נודלס עם רוטב טריאקי,Мівіна,7613287067258,461.0,8.4,62.7,18.7,0,1310.0,off,False,3010
Aceite Sabrosano,aceite sabrosano,Sabrosano,7501039127056,803.06,0,0,90.9,0,0,off,False,3009
Agulha Integral,agulha integral,Cigala,5601260105105,357.0,7.7,74.0,2.6,2.8,0,off,False,3009
Apple Pie Stuff'd Bites,apple pie stuff'd bites,Bobo's,0829262000340,378.0,5.41,62.2,10.8,5.41,135.0,off,False,3009
Atún aleta amarilla en hojuelas en agua,atun aleta amarilla en hojuelas en agua,Tuny,7501041415837,93.0,21.0,0,1.0,0,260.0,off,False,3009
Bolachas 5 Cereais e maçã,bolachas 5 cereais e maca,Pingo Doce,5601009965045,442.0,9.4,65.0,15.0,6.9,232.0,off,False,3009
Cacao unsweetened chocolate premium baking bar,cacao unsweetened chocolate premium baking bar,Ghirardelli,0747599618284,533.0,13.33,33.33,53.33,13.3,0,off,False,3009
Carbonated softdrink with lemon and lime taste - Sprite,carbonated softdrink with lemon and lime taste - sprite,The Coca-Cola Company,5000112651898,37.0,0,9.0,0,0,12.0,off,False,3009
Carne de porc în suc propriu,carne de porc in suc propriu,Scandia Sibiu,5941341000142,166.0,17.5,0,10.7,0,600.0,off,False,3009
Cherry Pie Bars,cherry pie bars,Larabar,0021908509242,417.0,8.33,58.33,16.67,8.3,0,off,False,3009
Choco krisps - Boni,choco krisps - boni,Boni Selection,5400141716009,395.0,11.0,76.67,0.0,9.1,120.0,off,False,3009
Cioccolato lidl shogetten,cioccolato lidl shogetten,Schogetten,4000415730109,559.0,6.7,43.0,38.0,0,0,off,False,3009
Coca-Cola Zero Sugar,coca-cola zero sugar,Coca-Cola,0067000106682,0,0.03,0,0,0,8.0,off,False,3009
"Cremiger Hühneraufstrich, Klassik","cremiger huhneraufstrich, klassik",Dulano,4056489508243,326.0,10.0,3.0,3.0,2.0,440.0,off,False,3009
Dulce de leche,dulce de leche,Ser,7791337003187,93.0,3.8,15.0,2.0,2.4,91.0,off,False,3009
Everyday beschuiten,everyday beschuiten,,5400141159844,396.0,14.0,69.0,6.9,2.1,284.0,off,False,3009
Farinha Integral de Aveia,farinha integral de aveia,Nacional,5601066200745,359.0,12.0,58.0,7.8,8.1,0,off,False,3009
Fresh Mozzarella,fresh mozzarella,BelGioioso,0031142000887,250.0,17.9,3.57,17.9,0,304.0,off,False,3009
Gulasz angielski 95 % mięsa,gulasz angielski 95 % miesa,Krakus,5900244010030,241.0,17.0,0.5,19.0,0,840.0,off,False,3009
Haust Party Extra Original,haust party extra original,Haust,8710445018356,472.0,5.6,66.3,19.5,0,572.0,off,False,3009
Herbatniki,herbatniki,Krakuski,5901414200039,440.0,8.9,71.0,13.0,0,440.0,off,False,3009
Lait frais et creme,lait frais et creme,Kiri,3073781117806,307.0,9.0,2.5,29.0,0,560.0,off,False,3009
"Lapte 3,5%","lapte 3,5%",Pilos,4056489859819,62.0,3.2,4.5,3.5,0,24.0,off,False,3009
Milka 3in1,milka 3in1,Jacobs,8711000532744,416.0,2.9,79.0,8.5,2.9,40.0,off,False,3009
Mini mints berry mint flavour sugar free,mini mints berry mint flavour sugar free,Stimorol,57022789,240.0,0.1,94.0,1.0,0,4.0,off,False,3009
Monster Ultra Paradise,monster ultra paradise,Monster,5060751213901,3.0,0,4.5,0,0,64.0,off,False,3009
Musli,musli,Nestlé,5900020027689,374.28,6.8,70.5,6.4,5.7,83.0,off,False,3009
Nasz camembert naturalny,nasz camembert naturalny,Naturek,5901390112104,356.0,18.0,1.3,31.0,0,680.0,off,False,3009
"Nestlé Kit Kat 41,5G Chocolate Covered Wafer Bar","nestle kit kat 41,5g chocolate covered wafer bar",Nestlé,40052441,512.0,6.7,60.5,26.4,2.5,0,off,False,3009
Olio di Sansa di Oliva,olio di sansa di oliva,goccia d'oro,8003250000129,828.0,0,0,92.0,0,0,off,False,3009
Original Saltine Crackers,original saltine crackers,Zesta,0030100001331,400.0,6.67,73.33,10.0,6.7,1344.0,off,False,3009
Pagnottaa rustica a fette,pagnottaa rustica a fette,MD,8019730095011,277.0,11.0,39.0,7.1,6.5,440.0,off,False,3009
Pain d'antan,pain d'antan,Terrasuisse,7613404155387,331.0,12.0,46.0,9.4,0,640.0,off,False,3009
Panier de yoplait,panier de yoplait,Yoplait,3329770064270,93.0,3.3,13.3,2.5,0,48.0,off,False,3009
Pizza flavoured,pizza flavoured,Cheetos,5900259130839,488.0,6.2,63.0,23.0,1.9,640.0,off,False,3009
Protein Power Coconut,protein power coconut,Corny,4011800295615,383.0,30.0,29.0,19.0,7.3,100.0,off,False,3009
Queso panela,queso panela,FUD,7501040083716,283.0,18.0,5.5,21.0,0,600.0,off,False,3009
Roots Chips,roots chips,Migros Selection,7613312197400,512.0,5.0,50.0,32.0,0,400.0,off,False,3009
SALSA CATSUP,salsa catsup,CLEMENTE JACQUES,7501052472119,95.0,0.7,23.0,0,0,0,off,False,3009
Schwepes,schwepes,Schweppes,5449000306821,37.0,0,8.9,0,0,0,off,False,3009
Serek wiejski,serek wiejski,Delikate,5900820013509,99.0,11.0,2.5,5.0,0,280.0,off,False,3009
Skyr,skyr,Pilos,5900531004667,64.0,12.0,4.1,0,0,39.0,off,False,3009
Squirt,squirt,Aga,7501071120077,20.0,0,5.0,0,0,14.0,off,False,3009
Sugar free,sugar free,Sweet plus,3800065718585,452.0,6.0,70.0,20.0,0,100.0,off,False,3009
Tomato ketchup Stevia,tomato ketchup stevia,Felix,7310240060669,47.0,1.6,8.7,0,0,680.0,off,False,3009
Tostadas,tostadas,Milpa Real,7501030474739,427.0,5.4,45.5,24.8,5.1,838.0,off,False,3009
Wellness-Flakes,wellness-flakes,,2007030001838,384.0,8.6,81.0,1.8,4.9,340.0,off,False,3009
leche entera,leche entera,Líder,7808709500431,59.0,3.1,4.9,3.1,0,0,off,False,3009
radler zmeura si lamaie,radler zmeura si lamaie,Ciuc,5942105007056,29.0,0.5,6.8,0.5,0.5,0,off,False,3009
sajtos chips,sajtos chips,chio,5996253000384,523.0,6.6,50.0,32.0,0,360.0,off,False,3009
sponchy,sponchy,Bimbo,7501000138944,57.6,1.0,11.0,1.0,0,0,off,False,3009
Łaciate,łaciate,łaciate,5900820020125,46.0,3.3,4.8,1.5,0,40.0,off,False,3009
Български краве кашкавал БДС,български краве кашкавал бдс,Мероне,3800104603209,354.0,24.0,1.4,28.0,0,720.0,off,False,3009
Крем за мазане с риба тон,крем за мазане с риба тон,Chef Select,20838935,330.0,12.4,5.3,28.8,0,396.0,off,False,3009
Натурална фурма с костилка,натурална фурма с костилка,Queen's diamond,3800500732114,227.0,1.81,57.0,0.1,7.0,7.2,off,False,3009
10 Uova fresche medie da allevamento a terra,10 uova fresche medie da allevamento a terra,Esselunga,8002330008048,136.0,12.4,0.1,9.5,0,140.0,off,False,3008
Aktifit,aktifit,Emmi,7610900227198,72.0,2.8,11.0,15.0,0,36.0,off,False,3008
Aqua Fruit,aqua fruit,Oasis,5410221306846,20.0,0.2,4.2,0,0,0,off,False,3008
Asia Noodles Chicken Taste,asia noodles chicken taste,Knorr,8720182010865,84.0,1.8,10.0,3.9,0.6,264.0,off,False,3008
Becel Original Butter,becel original butter,Becel,8719200019140,398.0,0,0.5,45.0,0,8.0,off,False,3008
Bianchifiocchi,bianchifiocchi,Lidl,4056489420590,503.0,2.5,66.0,25.0,0,800.0,off,False,3008
Biotta mango mix,biotta mango mix,Naturaplan,7618500949359,60.0,0,15.0,0,0,32.0,off,False,3008
Blevita mini,blevita mini,Blévita,7613312229583,515.0,14.0,48.0,28.0,0,560.0,off,False,3008
Boisson au riz,boisson au riz,Boni,5400141131567,47.0,0.5,9.2,1.0,0,40.0,off,False,3008
Ceci,ceci,Esselunga,8002330105983,124.0,6.7,16.2,2.3,5.7,280.0,off,False,3008
Chiefs protein yogurt nature,chiefs protein yogurt nature,Chiefs,7640151711368,57.0,11.0,2.5,0.3,0,40.0,off,False,3008
Chococrocs,chococrocs,Boni,5400141056389,527.0,5.7,59.0,29.0,0,200.0,off,False,3008
Chocolates 70% com Nibs de cacau,chocolates 70% com nibs de cacau,Marcos Palmeira,7898188630026,532.0,8.0,52.0,38.0,20.4,0,off,False,3008
Club-Mate Winter-Edition,club-mate winter-edition,CLUB-MATE,4029764001869,20.0,0,5.0,0,0,360.0,off,False,3008
Coca-Cola,coca-cola,Coca-Cola,8935049501503,42.0,0,10.5,0,0,23.0,off,False,3008
Cone de Morango,cone de morango,Amanhecer,5601227017830,132.0,1.6,20.6,4.7,0.5,40.0,off,False,3008
Confettura Extra Albicocche,confettura extra albicocche,coop,8001120800213,184.0,0.4,45.0,0.1,0.8,40.0,off,False,3008
Confiture Enjoy Framboise,confiture enjoy framboise,Materne,5410046019228,174.0,0.8,40.0,0.5,0,4.0,off,False,3008
Crunchy,crunchy,Sondey,20662653,474.0,8.7,61.0,20.1,6.9,311.0,off,False,3008
Farrociock al latte,farrociock al latte,Alce nero,8009004901292,479.0,8.9,67.0,19.0,0,120.0,off,False,3008
Filetti di sgombro occhione,filetti di sgombro occhione,NIXE,4056489797760,177.0,27.6,0,7.4,0,393.0,off,False,3008
Fitness sin azúcares añadidos,fitness sin azucares anadidos,Nestlé,7891000337233,310.0,10.7,68.7,2.0,12.7,270.0,off,False,3008
Garlic Aioli,garlic aioli,Heinz,9300657021870,550.0,0.8,3.2,60.0,0,580.0,off,False,3008
